title,date,time,timez,hardz,hardraw,dialog,col
Middlemarch,1871,11.101222454143219,1.21147368095,2.50871792806,0.05042016806722689,0.0,black
Middlemarch,1871,13.2306313231655,1.52544682905,-0.796854372816,0.0176678445229682,0.0,black
Middlemarch,1871,-4.832305758571839,-1.1378637742,-0.167423393251,0.02390438247011952,0.6317991631799164,black
Middlemarch,1871,-4.867534450455582,-1.14305810933,0.137242404124,0.026923076923076925,0.9126984126984127,black
Middlemarch,1871,10.638598932195105,1.14326162187,-2.04600351737,0.005291005291005291,0.0,black
Middlemarch,1871,7.074049499869052,0.617682517212,-1.31314745678,0.012552301255230125,0.0,black
Middlemarch,1871,-3.966511190712216,-1.01020569498,-0.286224777092,0.022727272727272728,0.47843137254901963,black
Middlemarch,1871,-4.809184567393306,-1.13445464348,1.31843716317,0.03862660944206009,0.7797356828193832,black
Middlemarch,1871,-4.888844237042333,-1.1462001554,-0.148045224988,0.024096385542168676,0.5907692307692308,black
Middlemarch,1871,-4.680071494161209,-1.1154174174,0.0211891130518,0.02577319587628866,0.745945945945946,black
Middlemarch,1871,1.7311348474116202,-0.170109699621,0.190521771695,0.027450980392156862,0.304,black
Middlemarch,1871,1.3643154544011153,-0.224195808345,-0.385954366871,0.021739130434782608,0.0,black
Middlemarch,1871,3.8743806638252707,0.145903653157,-0.00863349853492,0.025477707006369428,0.0,black
Middlemarch,1871,2.954910279033736,0.0103312811723,1.00848691955,0.035555555555555556,0.026785714285714284,black
Middlemarch,1871,10.842095486125519,1.17326640611,0.168961249409,0.027237354085603113,0.004,black
Middlemarch,1871,11.390586612777984,1.25413931325,-0.201269941354,0.02356902356902357,0.010309278350515464,black
"Melcombe Lodge; or, traits of family pride!",1819,10.51116246483808,1.71368997371,-1.24327631734,0.004366812227074236,0.8075117370892019,black
"Melcombe Lodge; or, traits of family pride!",1819,9.680126586284656,1.56396568324,0.182304383661,0.017391304347826087,0.0,black
"Melcombe Lodge; or, traits of family pride!",1819,9.906536335385487,1.6047569895,-0.050189671419,0.015267175572519083,0.0,black
"Melcombe Lodge; or, traits of family pride!",1819,-1.4586150226995167,-0.442855234049,-0.448521600817,0.011627906976744186,0.0,black
"Melcombe Lodge; or, traits of family pride!",1819,-4.77912349311153,-1.04109748514,0.578209767109,0.02100840336134454,0.8245614035087719,black
"Melcombe Lodge; or, traits of family pride!",1819,-4.8283137373023015,-1.04995988759,-0.40779458989,0.012,0.6808510638297872,black
"Melcombe Lodge; or, traits of family pride!",1819,-0.8520484631458014,-0.333572650597,-0.683763518202,0.009478672985781991,0.3480392156862745,black
"Melcombe Lodge; or, traits of family pride!",1819,4.1588830833596715,0.569226121082,2.4484294741,0.0380952380952381,0.8284789644012945,black
"Melcombe Lodge; or, traits of family pride!",1819,-1.0453677741492975,-0.368402189754,0.416529656681,0.01953125,0.4489795918367347,black
"Melcombe Lodge; or, traits of family pride!",1819,2.768891860358455,0.318797162489,0.702091599978,0.02214022140221402,0.3916349809885932,black
"Melcombe Lodge; or, traits of family pride!",1819,-4.871373226762748,-1.05771773737,-0.463150555892,0.011494252873563218,0.3588709677419355,black
"Melcombe Lodge; or, traits of family pride!",1819,-3.6450768314555435,-0.836780997542,0.320808596279,0.018656716417910446,0.5486381322957199,black
"Melcombe Lodge; or, traits of family pride!",1819,0.083381608939051,-0.165040090886,0.658190652654,0.021739130434782608,0.3609022556390977,black
"Melcombe Lodge; or, traits of family pride!",1819,-2.9373966965410276,-0.709281200226,-1.3344780002,0.0035335689045936395,0.5072992700729927,black
"Melcombe Lodge; or, traits of family pride!",1819,-4.6913478822291435,-1.02528331706,-1.72124069231,0.0,0.28365384615384615,black
"Melcombe Lodge; or, traits of family pride!",1819,7.990512195860453,1.2595548602,1.0458508156,0.025280898876404494,0.8192419825072886,black
Seven keys to Baldpate,1913,-6.628441456200872,-3.37494544503,-1.3555693169,0.027777777777777776,0.020242914979757085,black
Seven keys to Baldpate,1913,-4.854631045619675,0.18508040556,0.235908003203,0.05194805194805195,0.5045045045045045,black
Seven keys to Baldpate,1913,-5.099866427824199,-0.307105396778,-0.240318555634,0.044715447154471545,0.48333333333333334,black
Seven keys to Baldpate,1913,-4.484884020113589,0.927160258698,-0.70922699601,0.03759398496240601,0.5846153846153846,black
Seven keys to Baldpate,1913,-4.918652904384605,0.056588955264,-0.559554454606,0.03986710963455149,0.7441077441077442,black
Seven keys to Baldpate,1913,-4.3079186625201595,1.28232856977,-0.905351163429,0.03461538461538462,0.636,black
Seven keys to Baldpate,1913,-4.919980925828125,0.0539236249441,2.34250452126,0.08394160583941605,0.8703703703703703,black
Seven keys to Baldpate,1913,-4.747217843644106,0.400657996855,0.723991417669,0.0593607305936073,0.8356807511737089,black
Seven keys to Baldpate,1913,-4.821977918853215,0.250615016642,1.83745032027,0.07627118644067797,0.6622222222222223,black
Seven keys to Baldpate,1913,-4.674696248636701,0.546208361997,-0.973387861995,0.033582089552238806,0.6770428015564203,black
Seven keys to Baldpate,1913,-4.812184355372417,0.270270634262,-1.04329910375,0.032520325203252036,0.8319327731092437,black
Seven keys to Baldpate,1913,-4.840242308167575,0.213958507177,-0.582034915371,0.039525691699604744,0.7630522088353414,black
Seven keys to Baldpate,1913,-4.885683768961259,0.122757793646,-0.105525657869,0.046762589928057555,0.8191881918819188,black
Seven keys to Baldpate,1913,-4.808111029984782,0.278445771578,0.309204186815,0.053061224489795916,0.8945147679324894,black
Seven keys to Baldpate,1913,-5.493061443340548,-1.09624521195,0.608924246279,0.05761316872427984,0.16455696202531644,black
Seven keys to Baldpate,1913,-4.852030263919617,0.19030015736,0.416285330062,0.0546875,0.5630252100840336,black
The Cadillac cowboys,1964,10.547627153989378,1.97726116317,-0.726121602796,0.028985507246376812,0.0,black
The Cadillac cowboys,1964,8.729644489662222,1.65345935281,-1.23982282407,0.0196078431372549,0.055776892430278883,black
The Cadillac cowboys,1964,2.3524174667419215,0.517608227505,1.68455858091,0.072992700729927,0.034220532319391636,black
The Cadillac cowboys,1964,-5.529429087511423,-0.886231442304,-0.574902195668,0.031746031746031744,0.46153846153846156,black
The Cadillac cowboys,1964,-5.594711379601839,-0.897858904314,-1.29572407221,0.01858736059479554,0.2816326530612245,black
The Cadillac cowboys,1964,-3.567518597109669,-0.536794574169,0.557566529689,0.05241935483870968,0.17551020408163265,black
The Cadillac cowboys,1964,-4.601162164590552,-0.720897351924,1.64601897649,0.07228915662650602,0.3547008547008547,black
The Cadillac cowboys,1964,-5.313205979041787,-0.847719835271,0.384558870248,0.04926108374384237,0.2358974358974359,black
The Cadillac cowboys,1964,-3.008977500304012,-0.437312537375,0.0286074941287,0.04276315789473684,0.11986301369863013,black
The Cadillac cowboys,1964,5.0992713668128875,1.0068517627,-0.0871274007242,0.04065040650406504,0.02127659574468085,black
The Cadillac cowboys,1964,-3.242592351485517,-0.478921796486,-0.388093064792,0.03515625,0.1062992125984252,black
The Cadillac cowboys,1964,-0.46582825783525494,0.015649058394,0.665698024108,0.05439330543933055,0.14042553191489363,black
The Cadillac cowboys,1964,-4.836281906951478,-0.762774647962,-0.792280093414,0.027777777777777776,0.27510917030567683,black
The Cadillac cowboys,1964,9.232657573691418,1.74305126721,-1.24818159881,0.019455252918287938,0.0,black
The Cadillac cowboys,1964,-4.74493212836325,-0.74650429277,1.73497424821,0.07391304347826087,0.0,black
