title,date,time,timez,hardz,hardraw,dialog,col
The Cadillac cowboys,1964,-3.9160150266976834,-0.59886544922,-0.349729871309,0.035856573705179286,0.27350427350427353,black
Invisible Man,1952,10.635429357433827,2.43033834599,-0.894173024862,0.04113924050632911,0.0,black
Invisible Man,1952,-4.398555936625092,-0.442730607736,2.40751597004,0.12295081967213115,0.00823045267489712,black
Invisible Man,1952,-5.056245805348308,-0.568418394844,-0.498019419606,0.050955414012738856,0.7713310580204779,black
Invisible Man,1952,-5.132115191633965,-0.582917409843,0.275034972428,0.07011070110701106,0.2595419847328244,black
Invisible Man,1952,-2.075266170269355,0.0012615585241,0.147300518504,0.06694560669456066,0.01694915254237288,black
Invisible Man,1952,-5.180980659843494,-0.592255842526,-0.609512045058,0.04819277108433735,0.8008298755186722,black
Invisible Man,1952,-5.570251082031678,-0.666647345691,-0.760784138109,0.044444444444444446,0.0,black
Invisible Man,1952,-4.700480365792417,-0.500429859588,1.11440044394,0.09090909090909091,0.323943661971831,black
Invisible Man,1952,-5.912099658660459,-0.731976299603,-0.223335221642,0.05776173285198556,0.22058823529411764,black
Invisible Man,1952,-5.075173815233827,-0.572035631158,1.22905167517,0.09375,0.842391304347826,black
Invisible Man,1952,-4.816241156068032,-0.522552319208,-1.90088052015,0.016194331983805668,0.9276595744680851,black
Invisible Man,1952,3.6849190528978393,1.10206144683,-0.321232364624,0.05533596837944664,0.020161290322580645,black
Invisible Man,1952,-3.362357548345891,-0.244707970289,-0.556556114322,0.04950495049504951,0.0,black
Invisible Man,1952,-3.532875205637355,-0.277294738045,0.0661606154633,0.06493506493506493,0.0,black
Invisible Man,1952,9.264280762121931,2.16830506719,0.525028652827,0.07630522088353414,0.06854838709677419,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,12.19021727374038,1.76606829005,2.52371999623,0.0449438202247191,0.022727272727272728,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,10.03246312862479,1.39743432789,-0.574639920066,0.008658008658008658,0.4845814977973568,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-0.6549259677397476,-0.428415292954,-0.944283395335,0.004329004329004329,0.0,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-2.96010509591084,-0.82223556086,1.34061124713,0.031088082901554404,0.125,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-3.4790398684260895,-0.910891157573,-0.561612837237,0.00881057268722467,0.4,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,4.276666119016055,0.414105313396,-0.0941034022166,0.014285714285714285,0.0,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,0.6766178786087347,-0.200932340375,0.552469693049,0.02185792349726776,0.0,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-3.242592351485517,-0.870496108299,0.687346007219,0.0234375,0.4409448818897638,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-0.21045072451579078,-0.352480474169,-0.0673919394052,0.014598540145985401,0.0,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,10.540785622172661,1.48427690691,-1.3139268706,0.0,1.0,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-3.9589065913269965,-0.992872309954,-0.0102987364495,0.015267175572519083,0.1076923076923077,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-4.916324614625014,-1.15643904445,0.562724619223,0.02197802197802198,0.7675276752767528,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-1.2855527913183589,-0.53615252759,-0.920435429189,0.004608294930875576,0.0,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,-3.186352633162641,-0.860888030269,0.803122124118,0.024793388429752067,0.0,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,5.14077109771964,0.561730307069,-0.952114824896,0.00423728813559322,0.0,black
A SICILIAN ROMANCE. BY THE AUTHORESS OF THE CASTLES OF ATHLIN AND DUNBAYNE. IN TWO VOLUMES.,1790,10.68074455364587,1.50818770118,-1.03118633157,0.0033112582781456954,0.003401360544217687,black
Sense and Sensibility,1811,13.019574659134873,2.11105980782,-0.772461414114,0.004291845493562232,0.0,black
Sense and Sensibility,1811,10.25632844106741,1.64884562986,0.3817671765,0.018050541516245487,0.0,black
Sense and Sensibility,1811,-5.420534999272286,-0.97345726182,-1.13250794519,0.0,0.4835680751173709,black
Sense and Sensibility,1811,-1.377926111449374,-0.297241319975,1.68735228142,0.03361344537815126,0.1615720524017467,black
Sense and Sensibility,1811,-4.980176086611547,-0.89979747302,0.308915452433,0.01718213058419244,0.9927797833935018,black
Sense and Sensibility,1811,-1.4190841839428814,-0.304125919878,-1.13250794519,0.0,0.19008264462809918,black
Sense and Sensibility,1811,1.4405159152865294,0.174205580412,-0.886493746538,0.002932551319648094,0.0,black
Sense and Sensibility,1811,-5.084505142662711,-0.917248820123,0.685559832494,0.021671826625386997,0.5474683544303798,black
Sense and Sensibility,1811,1.8128128784258872,0.236480499545,1.00938588651,0.02553191489361702,0.806060606060606,black
Sense and Sensibility,1811,-4.8283137373023015,-0.874395129035,1.88756235751,0.036,0.46887966804979253,black
Sense and Sensibility,1811,-3.7887247890836524,-0.700500834717,0.385878330677,0.01809954751131222,0.0,black
Sense and Sensibility,1811,1.8607523407150064,0.244499437202,-0.383482572499,0.008928571428571428,0.0,black
Sense and Sensibility,1811,-5.111987788356543,-0.921845901774,-1.13250794519,0.0,0.7962962962962963,black
Sense and Sensibility,1811,-0.7218965938459313,-0.187505842111,0.226048196375,0.016194331983805668,0.19246861924686193,black
Sense and Sensibility,1811,10.329155367961812,1.66102754761,-1.13250794519,0.0,0.0,black
The Virginian,1902,-3.0349529867072724,-0.417083034036,1.66414581636,0.08653846153846154,0.0,black
The Virginian,1902,-4.812184355372417,-0.764564103451,1.37444886489,0.08130081300813008,0.02032520325203252,black
The Virginian,1902,-1.462483499477437,-0.109636638098,0.0809710916077,0.05791505791505792,0.4418604651162791,black
The Virginian,1902,-0.2876820724517809,0.120058416474,0.565026934817,0.06666666666666667,0.22916666666666666,black
The Virginian,1902,-3.2733640101522705,-0.463696727024,-0.39871660061,0.04924242424242424,0.23106060606060605,black
The Virginian,1902,-5.030437921392435,-0.807236646746,-0.953300476496,0.0392156862745098,0.3562091503267974,black
The Virginian,1902,-4.180522258463153,-0.641062670372,0.768001241441,0.07033639143730887,0.3180428134556575,black
The Virginian,1902,-4.863680881139593,-0.774632611221,-1.62746129619,0.02702702702702703,0.5135135135135135,black
The Virginian,1902,5.671157247340124,1.28511992496,-0.618572211215,0.04526748971193416,0.17695473251028807,black
The Virginian,1902,-4.791649752930709,-0.760549215045,-0.827298201698,0.04149377593360996,0.2863070539419087,black
The Virginian,1902,-4.901564199041894,-0.78203948916,-1.06618727288,0.03717472118959108,0.3940520446096654,black
The Virginian,1902,-5.342334251964811,-0.868218054346,1.64124397209,0.0861244019138756,0.0,black
The Virginian,1902,-0.8219800524029137,0.0155934398069,-0.083301253373,0.054945054945054944,0.014652014652014652,black
The Virginian,1902,2.4400926339982076,0.653388003623,0.844150300699,0.07171314741035857,0.21115537848605578,black
The Virginian,1902,9.825906600985377,2.09744901954,-0.395765763086,0.04929577464788732,0.11940298507462686,black
The Virginian,1902,10.437928236732954,2.2171103851,-0.96738514636,0.03896103896103896,0.0,black
Jane Eyre,1847,1.7469454534382625,0.466921954465,-0.177672785727,0.035856573705179286,0.3048780487804878,black
Jane Eyre,1847,-3.3463891451671604,-0.612356639274,1.0141452647,0.045774647887323945,0.23297491039426524,black
Jane Eyre,1847,-4.070734696582967,-0.765845602738,0.0249381814592,0.03754266211604096,0.2793103448275862,black
Jane Eyre,1847,-4.581560320348958,-0.874089651934,0.845185806682,0.04436860068259386,0.010273972602739725,black
Jane Eyre,1847,-4.855928904335275,-0.932228408334,-1.21341231888,0.027237354085603113,0.984,black
Jane Eyre,1847,4.296868826333575,1.00725121396,-0.194771003869,0.03571428571428571,0.0,black
Jane Eyre,1847,3.8338134788362708,0.909129695616,1.02579078838,0.045871559633027525,0.0,black
Jane Eyre,1847,-4.848116364598481,-0.930572929641,1.63970017308,0.050980392156862744,0.649402390438247,black
Jane Eyre,1847,-2.2491843162669305,-0.37985872227,1.09091399821,0.046413502109704644,0.0,black
Jane Eyre,1847,3.797773542353074,0.901492826053,-1.29616861315,0.02654867256637168,0.42342342342342343,black
Jane Eyre,1847,-3.5336865647082343,-0.652044998964,0.337769848743,0.040145985401459854,0.033210332103321034,black
Jane Eyre,1847,-4.867534450455582,-0.934687625817,-0.326821857819,0.03461538461538462,0.58203125,black
Jane Eyre,1847,-0.7259370033829361,-0.0570823199075,-0.125550798168,0.036290322580645164,0.11885245901639344,black
Jane Eyre,1847,-4.923623917106626,-0.946572994728,-0.990677514499,0.02909090909090909,0.8104089219330854,black
Jane Eyre,1847,9.583476592968987,2.12748442966,0.499728819296,0.04149377593360996,0.0,black
Jane Eyre,1847,7.438954469254792,1.67305977385,-2.15309798843,0.019417475728155338,0.048859934853420196,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,10.721290648040219,1.68588692522,-1.78409625298,0.017241379310344827,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,-2.7180005319553784,-1.28968235411,-2.02437512976,0.013201320132013201,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,-0.06453852113757118,-0.702184104575,-0.0216633825255,0.046875,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,5.065558356534385,0.433661414713,1.17439915096,0.06698564593301436,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,6.506100330374486,0.752609221226,1.13897611398,0.06639004149377593,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,3.9848260364156105,0.194378416238,0.645415132077,0.058091286307053944,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,3.060270794691562,-0.0103256963135,-1.2675906737,0.025925925925925925,0.26217228464419473,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,-0.6151856390902334,-0.824101892202,-0.398399647217,0.04054054054054054,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,4.85733531614931,0.387559125989,0.986707300414,0.06382978723404255,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,3.247046701834897,0.031028021228,-0.47302930727,0.039285714285714285,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,1.6411866107486806,-0.324522572174,0.174851615281,0.05017921146953405,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,-2.513656063073986,-1.24443881293,1.04306142924,0.06477732793522267,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,-2.6430177308313554,-1.27308054703,1.18677154503,0.06719367588932806,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,-1.4350845252893227,-1.00563422938,-0.21342014794,0.04365079365079365,0.10358565737051793,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,10.601089083445453,1.65927331308,0.111091301223,0.049107142857142856,0.0,black
The Life and Strange Surprizing Adventures of Robinson Crusoe,1719,10.015295325002425,1.52957377102,-0.278699046804,0.0425531914893617,0.004310344827586207,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,10.51303570921976,1.88123747743,-0.582315936277,0.01,0.20270270270270271,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,5.185051671383097,0.93303397445,-0.751862214567,0.007874015748031496,0.0,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-4.774912960575186,-0.839507625991,-0.0338274995073,0.016877637130801686,0.9872881355932204,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-4.469038011663511,-0.785072084148,-0.825995103738,0.006944444444444444,0.5629370629370629,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-4.66814498514948,-0.820506486426,0.86665468304,0.028169014084507043,0.9811320754716981,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-4.653960350157523,-0.817982094368,-1.37981139342,0.0,0.569377990430622,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-3.2152328335897,-0.561936569203,1.8218127046,0.040145985401459854,0.44485294117647056,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-0.7419373447293773,-0.121772441499,1.78485311905,0.03968253968253968,0.1394422310756972,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,1.6234241544088404,0.299183034974,-0.537386614748,0.01056338028169014,0.1453900709219858,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-0.3443774161283263,-0.0510200304059,1.44595991142,0.03543307086614173,0.432,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-1.599387576580599,-0.274369992035,-0.305743437672,0.013468013468013467,0.5966101694915255,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-5.049856007249537,-0.888438320626,-0.612988838475,0.009615384615384616,0.8193548387096774,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-4.848116364598481,-0.852535391021,-0.44158144384,0.011764705882352941,0.9448818897637795,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,-3.871201010907891,-0.67867703223,0.946217023248,0.029166666666666667,0.5780590717299579,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,9.108410391415145,1.63126100654,-0.283597706625,0.013745704467353952,0.0,black
CECILIA OR MEMOIRS OF AN HEIRESS.,1782,10.883133673490633,1.94710257456,-1.11038725249,0.0033783783783783786,0.003389830508474576,black
Gone With the Wind,1936,-0.9129518306086404,0.123551060333,1.72246350023,0.09364548494983277,0.0,black
Gone With the Wind,1936,-5.4510384535657,-0.950313166474,1.76362398142,0.0944206008583691,0.013043478260869565,black
Gone With the Wind,1936,-5.0238805208462765,-0.849233204531,-0.979507963126,0.04276315789473684,0.7898305084745763,black
Gone With the Wind,1936,5.740922021605658,1.69808184682,-0.995019980452,0.04247104247104247,0.0,black
Gone With the Wind,1936,-3.9926809084456005,-0.605216625197,-0.702986904723,0.04797047970479705,0.08614232209737828,black
Gone With the Wind,1936,0.09614386055290235,0.362337107008,1.13426581856,0.08256880733944955,0.0,black
Gone With the Wind,1936,6.169409729302138,1.79947647833,1.38742796775,0.08733624454148471,0.0,black
Gone With the Wind,1936,-5.139712336371398,-0.876642915573,-0.346297299376,0.0546875,0.20987654320987653,black
Gone With the Wind,1936,-4.9541686824284845,-0.832737034298,0.0547935016582,0.06224066390041494,0.5175438596491229,black
Gone With the Wind,1936,-4.207673247529104,-0.656091057785,-0.563606049333,0.050595238095238096,0.0,black
Gone With the Wind,1936,5.565056265154574,1.65646608223,-1.04919847034,0.04145077720207254,0.38219895287958117,black
Gone With the Wind,1936,3.9536772327321295,1.27515950029,-0.366946547109,0.05429864253393665,0.33962264150943394,black
Gone With the Wind,1936,-2.186051276738094,-0.177707171594,0.130716493942,0.06367041198501873,0.4365079365079365,black
Gone With the Wind,1936,-5.382198850528739,-0.934023396527,-0.401930155948,0.05363984674329502,0.71875,black
Gone With the Wind,1936,-3.0106208860477417,-0.372828128843,-1.41921667612,0.034482758620689655,0.2828282828282828,black
Gone With the Wind,1936,-4.225372824628505,-0.660279374196,0.631418782968,0.07309941520467836,0.08630952380952381,black
A Portrait of the Artist as a Young Man,1916,7.712710232008379,1.32321901308,0.199435465615,0.06808510638297872,0.0,black
A Portrait of the Artist as a Young Man,1916,9.22105202757111,1.60950782779,2.03614981027,0.11153846153846154,0.0,black
A Portrait of the Artist as a Young Man,1916,-4.804021044733257,-1.0525025719,-0.772876005712,0.045081967213114756,0.0,black
A Portrait of the Artist as a Young Man,1916,-2.699121570357909,-0.652984917895,0.54384364131,0.07623318385650224,0.0,black
A Portrait of the Artist as a Young Man,1916,5.311298078020758,0.867422163048,-0.554377172897,0.05025125628140704,0.0,black
A Portrait of the Artist as a Young Man,1916,-0.5840760855055833,-0.251541513824,-0.00717705680467,0.06319702602230483,0.0,black
A Portrait of the Artist as a Young Man,1916,5.688278288120236,0.938974392016,-1.90427860576,0.018315018315018316,0.0,black
A Portrait of the Artist as a Young Man,1916,8.7494471169584,1.519995483,-0.987683862228,0.04,0.0,black
A Portrait of the Artist as a Young Man,1916,-5.3510679319335654,-1.15633408104,0.830034845059,0.08300395256916997,0.0,black
A Portrait of the Artist as a Young Man,1916,-3.7977338590260183,-0.861505566778,1.30202557376,0.09417040358744394,0.0,black
A Portrait of the Artist as a Young Man,1916,-4.574710978503383,-1.0089786788,-0.35438048656,0.054982817869415807,0.0,black
A Portrait of the Artist as a Young Man,1916,-5.181783550292085,-1.12420328342,0.804379942066,0.08239700374531835,0.0,black
A Portrait of the Artist as a Young Man,1916,-3.2108436531709366,-0.750111649369,-0.121858438487,0.06048387096774194,0.0,black
A Portrait of the Artist as a Young Man,1916,1.8879033297809573,0.217649261682,-1.32117957554,0.03211009174311927,0.0,black
A Portrait of the Artist as a Young Man,1916,2.750609815521006,0.381394122409,0.307941925917,0.07065217391304347,0.0,black
Midnight's Children,1981,-6.920083929868751,-1.16607402674,-0.872496784419,0.03557312252964427,0.0,black
Midnight's Children,1981,11.295697396987453,2.03753349026,-0.775893933356,0.03827751196172249,0.0,black
Midnight's Children,1981,-3.951243718581427,-0.643944415774,-0.219770183066,0.05384615384615385,0.43700787401574803,black
Midnight's Children,1981,1.8562979903656263,0.377427324491,0.396947245086,0.07111111111111111,0.13004484304932734,black
Midnight's Children,1981,-3.9396381724611196,-0.641903349617,1.33158646336,0.09727626459143969,0.06299212598425197,black
Midnight's Children,1981,6.173786103901937,1.13674349803,-0.583956217371,0.04365079365079365,0.1646586345381526,black
Midnight's Children,1981,-0.8685000680378065,-0.101782619106,2.47802162685,0.12937062937062938,0.0,black
Midnight's Children,1981,4.948611091925398,0.921272099487,-0.0199337527015,0.05944055944055944,0.1443661971830986,black
Midnight's Children,1981,5.507789912407942,1.01961481894,-0.504628764422,0.045871559633027525,0.3271604938271605,black
Midnight's Children,1981,6.961695669127885,1.27531306914,-1.28245457405,0.024096385542168676,0.048582995951417005,black
Midnight's Children,1981,-4.762173934797756,-0.786562626315,-1.22727885282,0.02564102564102564,0.5043103448275862,black
Midnight's Children,1981,-3.4468078929142076,-0.555229340974,0.359532717377,0.07006369426751592,1.0,black
Midnight's Children,1981,-5.231108616854587,-0.869034118778,-0.0419745354623,0.058823529411764705,0.2717391304347826,black
Midnight's Children,1981,-5.521460917862246,-0.920098346955,-0.285716205086,0.052,0.0,black
Midnight's Children,1981,-6.449289474168197,-1.08327545609,1.24801575008,0.0949367088607595,0.0,black
She,1887,9.049201770644451,2.02668238722,0.735496668061,0.06072874493927125,0.6017699115044248,black
She,1887,-5.62040086571715,-0.829494174634,0.036041390295,0.04710144927536232,0.26,black
She,1887,-4.3694478524670215,-0.585933202671,-0.432412851615,0.0379746835443038,0.0,black
She,1887,-2.8526314299133175,-0.290608535594,-1.78931854019,0.011538461538461539,0.0,black
She,1887,-1.6094379124341003,-0.0485583400652,-1.0128253033,0.02666666666666667,0.0,black
She,1887,-5.484796933490655,-0.80309204347,1.45203148972,0.07468879668049792,0.783410138248848,black
She,1887,-4.155753190350744,-0.544326780162,-0.450743381016,0.03761755485893417,0.2206896551724138,black
